-183.283, 78.697, 1.387,  1.765
-183.263, 78.654, 1.400,  1.798
-183.242, 78.611, 1.410,  1.831
-183.221, 78.568, 1.419,  1.864
-183.199, 78.525, 1.428,  1.897
-183.177, 78.482, 1.438,  1.930
-183.154, 78.438, 1.448,  1.963
-183.131, 78.394, 1.457,  1.996
-183.107, 78.351, 1.466,  2.029
-183.083, 78.307, 1.475,  2.062
-183.059, 78.263, 1.483,  2.095
-183.034, 78.219, 1.491,  2.128
-183.009, 78.175, 1.499,  2.161
-182.983, 78.131, 1.507,  2.194
-182.957, 78.087, 1.515,  2.227
-182.931, 78.042, 1.523,  2.260
-182.904, 77.998, 1.530,  2.293
-182.876, 77.954, 1.537,  2.326
-182.848, 77.910, 1.544,  2.359
-182.820, 77.865, 1.551,  2.392
-182.791, 77.821, 1.558,  2.425
-182.762, 77.777, 1.565,  2.458
-182.733, 77.733, 1.572,  2.491
-182.703, 77.688, 1.578,  2.524
-182.673, 77.644, 1.585,  2.557
-182.642, 77.600, 1.591,  2.590
-182.611, 77.556, 1.597,  2.623
-182.579, 77.512, 1.604,  2.656
-182.547, 77.468, 1.610,  2.689
-182.515, 77.424, 1.615,  2.722
-182.482, 77.380, 1.621,  2.755
-182.448, 77.336, 1.627,  2.788
-182.415, 77.292, 1.633,  2.821
-182.381, 77.249, 1.639,  2.854
-182.346, 77.205, 1.644,  2.887
-182.311, 77.162, 1.650,  2.920
-182.276, 77.118, 1.656,  2.953
-182.240, 77.075, 1.662,  2.986
-182.204, 77.032, 1.667,  3.019
-182.168, 76.989, 1.672,  3.052
-182.131, 76.946, 1.677,  3.085
-182.094, 76.903, 1.683,  3.118
-182.056, 76.860, 1.688,  3.151
-182.018, 76.817, 1.692,  3.184
-181.980, 76.775, 1.698,  3.217
-181.941, 76.732, 1.703,  3.250
-181.902, 76.690, 1.708,  3.283
-181.862, 76.648, 1.712,  3.316
-181.822, 76.606, 1.718,  3.349
-181.782, 76.564, 1.724,  3.382
-181.741, 76.522, 1.728,  3.415
-181.700, 76.481, 1.733,  3.448
-181.658, 76.439, 1.738,  3.481
-181.617, 76.398, 1.742,  3.514
-181.575, 76.357, 1.747,  3.547
-181.532, 76.316, 1.751,  3.580
-181.489, 76.275, 1.759,  3.613
-181.446, 76.234, 1.764,  3.646
-181.403, 76.193, 1.768,  3.679
-181.360, 76.152, 1.775,  3.712
-181.319, 76.108, 1.791,  3.745
-181.280, 76.063, 1.792,  3.778
-181.244, 76.015, 1.778,  3.811
-181.211, 75.967, 1.765,  3.844
-181.179, 75.917, 1.761,  3.877
-181.150, 75.865, 1.772,  3.910
-181.120, 75.813, 1.795,  3.943
-181.091, 75.759, 1.808,  3.976
-181.063, 75.705, 1.808,  4.009
-181.035, 75.651, 1.803,  4.042
-181.007, 75.597, 1.807,  4.075
-180.980, 75.542, 1.818,  4.108
-180.953, 75.487, 1.829,  4.141
-180.926, 75.431, 1.834,  4.174
-180.900, 75.375, 1.837,  4.207
-180.874, 75.319, 1.844,  4.240
-180.849, 75.262, 1.851,  4.273
-180.824, 75.204, 1.858,  4.306
-180.799, 75.146, 1.864,  4.339
-180.775, 75.088, 1.870,  4.372
-180.751, 75.030, 1.876,  4.405
-180.727, 74.971, 1.883,  4.438
-180.704, 74.911, 1.890,  4.471
-180.682, 74.851, 1.896,  4.504
-180.660, 74.791, 1.902,  4.537
-180.638, 74.730, 1.908,  4.570
-180.617, 74.669, 1.915,  4.603
-180.596, 74.608, 1.921,  4.636
-180.576, 74.546, 1.927,  4.669
-180.557, 74.484, 1.934,  4.702
-180.537, 74.421, 1.940,  4.735
-180.519, 74.358, 1.947,  4.768
-180.501, 74.295, 1.954,  4.801
-180.483, 74.231, 1.960,  4.834
-180.466, 74.167, 1.967,  4.867
-180.449, 74.102, 1.973,  4.900
-180.433, 74.037, 1.980,  4.933
-180.418, 73.972, 1.987,  4.966
-180.403, 73.906, 1.993,  4.999
-180.389, 73.840, 2.000,  5.032
-180.375, 73.774, 2.007,  5.065
-180.362, 73.707, 2.013,  5.098
-180.349, 73.640, 2.020,  5.131
-180.338, 73.572, 2.027,  5.164
-180.326, 73.504, 2.034,  5.197
-180.316, 73.436, 2.040,  5.230
-180.306, 73.368, 2.047,  5.263
-180.296, 73.299, 2.055,  5.296
-180.288, 73.230, 2.062,  5.329
-180.280, 73.160, 2.069,  5.362
-180.272, 73.091, 2.075,  5.395
-180.266, 73.020, 2.082,  5.428
-180.260, 72.950, 2.090,  5.461
-180.254, 72.879, 2.097,  5.494
-180.250, 72.808, 2.104,  5.527
-180.246, 72.737, 2.110,  5.560
-180.243, 72.666, 2.117,  5.593
-180.240, 72.594, 2.125,  5.626
-180.239, 72.522, 2.132,  5.659
-180.238, 72.449, 2.140,  5.692
-180.237, 72.377, 2.147,  5.725
-180.238, 72.304, 2.154,  5.758
-180.239, 72.231, 2.160,  5.791
-180.241, 72.157, 2.168,  5.824
-180.244, 72.084, 2.176,  5.857
-180.248, 72.010, 2.183,  5.890
-180.252, 71.936, 2.190,  5.923
-180.257, 71.862, 2.197,  5.956
-180.263, 71.788, 2.205,  5.989
-180.270, 71.713, 2.211,  6.022
-180.278, 71.638, 2.218,  6.055
-180.286, 71.564, 2.226,  6.088
-180.295, 71.489, 2.234,  6.121
-180.306, 71.413, 2.241,  6.154
-180.316, 71.338, 2.248,  6.187
-180.328, 71.263, 2.256,  6.220
-180.341, 71.187, 2.264,  6.253
-180.354, 71.111, 2.271,  6.286
-180.369, 71.036, 2.278,  6.319
-180.384, 70.960, 2.286,  6.352
-180.400, 70.884, 2.294,  6.385
-180.417, 70.808, 2.302,  6.418
-180.435, 70.732, 2.309,  6.451
-180.453, 70.656, 2.316,  6.484
-180.473, 70.580, 2.324,  6.517
-180.493, 70.503, 2.332,  6.550
-180.514, 70.427, 2.339,  6.583
-180.537, 70.351, 2.347,  6.616
-180.560, 70.275, 2.354,  6.649
-180.584, 70.199, 2.362,  6.682
-180.609, 70.122, 2.370,  6.715
-180.634, 70.046, 2.377,  6.748
-180.661, 69.970, 2.385,  6.781
-180.688, 69.894, 2.393,  6.814
-180.717, 69.818, 2.400,  6.847
-180.746, 69.742, 2.408,  6.880
-180.776, 69.666, 2.416,  6.913
-180.808, 69.590, 2.423,  6.946
-180.840, 69.515, 2.431,  6.979
-180.873, 69.439, 2.439,  7.012
-180.906, 69.364, 2.446,  7.045
-180.941, 69.289, 2.454,  7.078
-180.977, 69.213, 2.462,  7.111
-181.013, 69.138, 2.469,  7.144
-181.051, 69.064, 2.477,  7.177
-181.089, 68.989, 2.484,  7.210
-181.128, 68.915, 2.492,  7.243
-181.168, 68.840, 2.499,  7.276
-181.209, 68.766, 2.507,  7.309
-181.251, 68.692, 2.514,  7.342
-181.293, 68.618, 2.524,  7.375
-181.336, 68.545, 2.531,  7.408
-181.378, 68.470, 2.551,  7.441
-181.418, 68.394, 2.571,  7.474
-181.453, 68.316, 2.566,  7.507
-181.484, 68.237, 2.544,  7.540
-181.511, 68.157, 2.524,  7.573
-181.534, 68.076, 2.519,  7.606
-181.554, 67.993, 2.529,  7.639
-181.571, 67.909, 2.557,  7.672
-181.588, 67.824, 2.581,  7.705
-181.603, 67.738, 2.584,  7.738
-181.617, 67.652, 2.578,  7.771
-181.630, 67.566, 2.579,  7.804
-181.642, 67.480, 2.594,  7.837
-181.653, 67.392, 2.615,  7.870
-181.663, 67.304, 2.624,  7.903
-181.672, 67.216, 2.626,  7.936
-181.680, 67.128, 2.634,  7.969
-181.686, 67.039, 2.649,  8.002
-181.692, 66.949, 2.662,  8.035
-181.697, 66.860, 2.670,  8.068
-181.700, 66.769, 2.678,  8.101
-181.703, 66.679, 2.689,  8.134
-181.704, 66.588, 2.701,  8.167
-181.704, 66.496, 2.710,  8.200
-181.703, 66.405, 2.719,  8.233
-181.701, 66.313, 2.730,  8.266
-181.698, 66.220, 2.740,  8.299
-181.694, 66.128, 2.750,  8.332
-181.688, 66.035, 2.759,  8.365
-181.681, 65.942, 2.770,  8.398
-181.673, 65.848, 2.780,  8.431
-181.664, 65.755, 2.790,  8.464
-181.654, 65.661, 2.800,  8.497
-181.642, 65.567, 2.810,  8.530
-181.630, 65.473, 2.820,  8.563
-181.616, 65.378, 2.830,  8.596
-181.600, 65.284, 2.839,  8.629
-181.584, 65.189, 2.850,  8.662
-181.566, 65.094, 2.859,  8.695
-181.547, 65.000, 2.868,  8.728
-181.527, 64.905, 2.878,  8.761
-181.505, 64.810, 2.890,  8.794
-181.483, 64.715, 2.899,  8.827
-181.459, 64.620, 2.909,  8.860
-181.433, 64.525, 2.918,  8.893
-181.407, 64.429, 2.931,  8.926
-181.380, 64.334, 2.941,  8.959
-181.355, 64.238, 2.973,  8.992
-181.335, 64.140, 2.990,  9.025
-181.321, 64.042, 2.972,  9.058
-181.312, 63.944, 2.945,  9.091
-181.308, 63.846, 2.924,  9.124
-181.308, 63.748, 2.919,  9.157
-181.312, 63.649, 2.948,  9.190
-181.318, 63.549, 2.993,  9.223
-181.326, 63.447, 3.023,  9.256
-181.335, 63.345, 3.027,  9.289
-181.345, 63.244, 3.016,  9.322
-181.357, 63.144, 3.009,  9.355
-181.369, 63.043, 3.028,  9.388
-181.380, 62.940, 3.072,  9.421
-181.387, 62.837, 3.106,  9.454
-181.388, 62.733, 3.099,  9.487
-181.385, 62.631, 3.063,  9.520
-181.377, 62.530, 3.022,  9.553
-181.370, 62.430, 3.022,  9.586
-181.369, 62.329, 3.035,  9.619
-181.373, 62.227, 3.051,  9.652
-181.380, 62.125, 3.066,  9.685
-181.384, 62.022, 3.100,  9.718
-181.383, 61.918, 3.112,  9.751
-181.378, 61.814, 3.108,  9.784
-181.377, 61.711, 3.112,  9.817
-181.380, 61.607, 3.120,  9.850
-181.382, 61.502, 3.151,  9.883
-181.381, 61.396, 3.174,  9.916
-181.381, 61.290, 3.188,  9.949
-181.382, 61.183, 3.194,  9.982
-181.381, 61.077, 3.207, 10.015
-181.381, 60.969, 3.227, 10.048
-181.382, 60.861, 3.243, 10.081
-181.382, 60.753, 3.253, 10.114
-181.382, 60.644, 3.264, 10.147
-181.382, 60.535, 3.279, 10.180
-181.382, 60.425, 3.295, 10.213
-181.383, 60.315, 3.308, 10.246
-181.383, 60.204, 3.320, 10.279
-181.383, 60.093, 3.333, 10.312
-181.383, 59.982, 3.347, 10.345
-181.383, 59.870, 3.362, 10.378
-181.383, 59.758, 3.374, 10.411
-181.384, 59.645, 3.385, 10.444
-181.384, 59.532, 3.399, 10.477
-181.384, 59.418, 3.413, 10.510
-181.384, 59.304, 3.425, 10.543
-181.384, 59.190, 3.437, 10.576
-181.384, 59.075, 3.450, 10.609
-181.384, 58.959, 3.463, 10.642
-181.385, 58.844, 3.476, 10.675
-181.385, 58.727, 3.488, 10.708
-181.385, 58.611, 3.500, 10.741
-181.385, 58.494, 3.513, 10.774
-181.385, 58.376, 3.526, 10.807
-181.385, 58.259, 3.539, 10.840
-181.385, 58.140, 3.551, 10.873
-181.386, 58.022, 3.562, 10.906
-181.386, 57.903, 3.575, 10.939
-181.386, 57.783, 3.589, 10.972
-181.386, 57.663, 3.602, 11.005
-181.386, 57.543, 3.614, 11.038
-181.386, 57.422, 3.626, 11.071
-181.386, 57.301, 3.638, 11.104
-181.387, 57.179, 3.651, 11.137
-181.387, 57.057, 3.663, 11.170
-181.387, 56.935, 3.676, 11.203
-181.387, 56.812, 3.689, 11.236
-181.387, 56.689, 3.702, 11.269
-181.387, 56.565, 3.714, 11.302
-181.387, 56.441, 3.726, 11.335
-181.387, 56.316, 3.739, 11.368
-181.388, 56.191, 3.752, 11.401
-181.388, 56.066, 3.765, 11.434
-181.388, 55.940, 3.778, 11.467
-181.388, 55.814, 3.790, 11.500
-181.388, 55.687, 3.803, 11.533
-181.388, 55.560, 3.816, 11.566
-181.388, 55.433, 3.829, 11.599
-181.388, 55.305, 3.841, 11.632
-181.389, 55.176, 3.854, 11.665
-181.389, 55.048, 3.867, 11.698
-181.389, 54.918, 3.880, 11.731
-181.389, 54.789, 3.893, 11.764
-181.389, 54.659, 3.906, 11.797
-181.389, 54.528, 3.919, 11.830
-181.389, 54.397, 3.932, 11.863
-181.389, 54.266, 3.945, 11.896
-181.390, 54.134, 3.958, 11.929
-181.390, 54.002, 3.971, 11.962
-181.390, 53.869, 3.985, 11.995
-181.390, 53.736, 3.998, 12.028
-181.390, 53.602, 4.011, 12.061
-181.390, 53.468, 4.024, 12.094
-181.390, 53.334, 4.037, 12.127
-181.390, 53.199, 4.050, 12.160
-181.390, 53.063, 4.063, 12.193
-181.391, 52.928, 4.077, 12.226
-181.391, 52.791, 4.091, 12.259
-181.391, 52.655, 4.104, 12.292
-181.391, 52.518, 4.117, 12.325
-181.391, 52.380, 4.130, 12.358
-181.391, 52.242, 4.144, 12.391
-181.391, 52.104, 4.158, 12.424
-181.391, 51.965, 4.171, 12.457
-181.391, 51.825, 4.185, 12.490
-181.391, 51.685, 4.198, 12.523
-181.392, 51.545, 4.212, 12.556
-181.392, 51.404, 4.226, 12.589
-181.392, 51.263, 4.239, 12.622
-181.392, 51.122, 4.253, 12.655
-181.392, 50.979, 4.268, 12.688
-181.392, 50.837, 4.281, 12.721
-181.392, 50.694, 4.294, 12.754
-181.392, 50.550, 4.308, 12.787
-181.392, 50.406, 4.324, 12.820
-181.392, 50.262, 4.338, 12.853
-181.392, 50.117, 4.351, 12.886
-181.392, 49.971, 4.364, 12.919
-181.392, 49.826, 4.380, 12.952
-181.393, 49.679, 4.395, 12.985
-181.393, 49.532, 4.408, 13.018
-181.393, 49.385, 4.422, 13.051
-181.393, 49.237, 4.437, 13.084
-181.393, 49.089, 4.451, 13.117
-181.393, 48.940, 4.465, 13.150
-181.393, 48.791, 4.480, 13.183
-181.393, 48.641, 4.495, 13.216
-181.393, 48.491, 4.509, 13.249
-181.393, 48.341, 4.524, 13.282
-181.393, 48.189, 4.538, 13.315
-181.393, 48.038, 4.553, 13.348
-181.393, 47.886, 4.568, 13.381
-181.393, 47.733, 4.584, 13.414
-181.393, 47.580, 4.598, 13.447
-181.393, 47.426, 4.613, 13.480
-181.394, 47.272, 4.628, 13.513
-181.393, 47.117, 4.643, 13.546
-181.394, 46.962, 4.658, 13.579
-181.394, 46.806, 4.673, 13.612
-181.394, 46.650, 4.688, 13.645
-181.394, 46.494, 4.704, 13.678
-181.394, 46.336, 4.719, 13.711
-181.394, 46.179, 4.734, 13.744
-181.394, 46.021, 4.749, 13.777
-181.394, 45.862, 4.765, 13.810
-181.394, 45.703, 4.780, 13.843
-181.394, 45.543, 4.796, 13.876
-181.394, 45.383, 4.811, 13.909
-181.394, 45.222, 4.827, 13.942
-181.394, 45.061, 4.844, 13.975
-181.394, 44.899, 4.859, 14.008
-181.394, 44.736, 4.874, 14.041
-181.394, 44.574, 4.890, 14.074
-181.394, 44.410, 4.907, 14.107
-181.394, 44.246, 4.923, 14.140
-181.394, 44.082, 4.939, 14.173
-181.394, 43.917, 4.954, 14.206
-181.394, 43.751, 4.971, 14.239
-181.394, 43.585, 4.987, 14.272
-181.394, 43.418, 5.003, 14.305
-181.394, 43.251, 5.020, 14.338
-181.394, 43.083, 5.035, 14.371
-181.394, 42.915, 5.052, 14.404
-181.394, 42.746, 5.069, 14.437
-181.394, 42.577, 5.086, 14.470
-181.394, 42.407, 5.101, 14.503
-181.394, 42.237, 5.112, 14.536
-181.394, 42.066, 5.112, 14.569
-181.394, 41.896, 5.103, 14.602
-181.394, 41.726, 5.102, 14.635
-181.394, 41.556, 5.119, 14.668
-181.394, 41.385, 5.148, 14.701
-181.394, 41.212, 5.178, 14.734
-181.394, 41.039, 5.201, 14.767
-181.394, 40.865, 5.215, 14.800
-181.394, 40.691, 5.227, 14.833
-181.394, 40.516, 5.242, 14.866
-181.394, 40.341, 5.261, 14.899
-181.394, 40.165, 5.283, 14.932
-181.394, 39.988, 5.304, 14.965
-181.394, 39.811, 5.322, 14.998
-181.394, 39.633, 5.340, 15.031
-181.394, 39.455, 5.357, 15.064
-181.394, 39.276, 5.376, 15.097
-181.393, 39.096, 5.395, 15.130
-181.393, 38.916, 5.414, 15.163
-181.393, 38.735, 5.433, 15.196
-181.393, 38.553, 5.451, 15.229
-181.393, 38.371, 5.469, 15.262
-181.393, 38.188, 5.488, 15.295
-181.393, 38.005, 5.507, 15.328
-181.393, 37.820, 5.526, 15.361
-181.393, 37.636, 5.545, 15.394
-181.393, 37.450, 5.564, 15.427
-181.393, 37.264, 5.583, 15.460
-181.393, 37.078, 5.602, 15.493
-181.393, 36.891, 5.621, 15.526
-181.393, 36.703, 5.640, 15.559
-181.392, 36.514, 5.659, 15.592
-181.392, 36.325, 5.679, 15.625
-181.392, 36.135, 5.698, 15.658
-181.392, 35.945, 5.717, 15.691
-181.392, 35.754, 5.736, 15.724
-181.392, 35.562, 5.755, 15.757
-181.392, 35.369, 5.775, 15.790
-181.392, 35.176, 5.795, 15.823
-181.392, 34.983, 5.814, 15.856
-181.392, 34.788, 5.834, 15.889
-181.391, 34.593, 5.853, 15.922
-181.391, 34.398, 5.873, 15.955
-181.391, 34.201, 5.893, 15.988
-181.391, 34.004, 5.912, 16.021
-181.391, 33.807, 5.932, 16.054
-181.391, 33.608, 5.952, 16.087
-181.391, 33.410, 5.973, 16.120
-181.390, 33.210, 5.993, 16.153
-181.390, 33.010, 6.013, 16.186
-181.390, 32.809, 6.033, 16.219
-181.390, 32.607, 6.053, 16.252
-181.390, 32.405, 6.073, 16.285
-181.390, 32.202, 6.093, 16.318
-181.390, 31.998, 6.113, 16.351
-181.389, 31.794, 6.134, 16.384
-181.389, 31.589, 6.155, 16.417
-181.389, 31.383, 6.175, 16.450
-181.389, 31.176, 6.196, 16.483
-181.389, 30.969, 6.217, 16.516
-181.388, 30.761, 6.237, 16.549
-181.388, 30.553, 6.258, 16.582
-181.388, 30.344, 6.279, 16.615
-181.388, 30.134, 6.301, 16.648
-181.388, 29.923, 6.321, 16.681
-181.388, 29.712, 6.342, 16.714
-181.387, 29.500, 6.363, 16.747
-181.387, 29.287, 6.384, 16.780
-181.387, 29.074, 6.406, 16.813
-181.387, 28.860, 6.427, 16.846
-181.386, 28.645, 6.449, 16.879
-181.386, 28.429, 6.470, 16.912
-181.386, 28.213, 6.491, 16.945
-181.386, 27.996, 6.513, 16.978
-181.386, 27.778, 6.535, 17.011
-181.385, 27.560, 6.556, 17.044
-181.385, 27.341, 6.578, 17.077
-181.385, 27.121, 6.600, 17.110
-181.385, 26.900, 6.622, 17.143
-181.384, 26.679, 6.644, 17.176
-181.384, 26.457, 6.666, 17.209
-181.384, 26.234, 6.689, 17.242
-181.383, 26.010, 6.712, 17.275
-181.383, 25.786, 6.734, 17.308
-181.383, 25.561, 6.756, 17.341
-181.383, 25.335, 6.779, 17.374
-181.382, 25.108, 6.801, 17.407
-181.382, 24.881, 6.823, 17.440
-181.382, 24.653, 6.846, 17.473
-181.382, 24.424, 6.868, 17.506
-181.381, 24.195, 6.890, 17.539
-181.381, 23.964, 6.914, 17.572
-181.381, 23.733, 6.937, 17.605
-181.380, 23.501, 6.960, 17.638
-181.380, 23.269, 6.983, 17.671
-181.380, 23.035, 7.006, 17.704
-181.379, 22.801, 7.029, 17.737
-181.379, 22.566, 7.051, 17.770
-181.379, 22.331, 7.075, 17.803
-181.378, 22.094, 7.100, 17.836
-181.378, 21.857, 7.123, 17.869
-181.378, 21.619, 7.146, 17.902
-181.377, 21.380, 7.169, 17.935
-181.377, 21.140, 7.192, 17.968
-181.376, 20.900, 7.216, 18.001
-181.376, 20.659, 7.241, 18.034
-181.376, 20.417, 7.265, 18.067
-181.375, 20.174, 7.289, 18.100
-181.375, 19.930, 7.313, 18.133
-181.375, 19.686, 7.337, 18.166
-181.374, 19.441, 7.361, 18.199
-181.374, 19.195, 7.385, 18.232
-181.373, 18.948, 7.410, 18.265
-181.373, 18.700, 7.434, 18.298
-181.373, 18.452, 7.459, 18.331
-181.372, 18.202, 7.483, 18.364
-181.372, 17.952, 7.508, 18.397
-181.371, 17.701, 7.533, 18.430
-181.371, 17.450, 7.558, 18.463
-181.370, 17.197, 7.583, 18.496
-181.370, 16.944, 7.607, 18.529
-181.370, 16.690, 7.633, 18.562
-181.369, 16.434, 7.658, 18.595
-181.369, 16.179, 7.683, 18.628
-181.368, 15.922, 7.708, 18.661
-181.368, 15.664, 7.733, 18.694
-181.367, 15.406, 7.758, 18.727
-181.367, 15.147, 7.784, 18.760
-181.366, 14.886, 7.810, 18.793
-181.366, 14.625, 7.837, 18.826
-181.365, 14.363, 7.862, 18.859
-181.365, 14.101, 7.887, 18.892
-181.364, 13.837, 7.913, 18.925
-181.364, 13.573, 7.939, 18.958
-181.363, 13.307, 7.966, 18.991
-181.363, 13.041, 7.992, 19.024
-181.362, 12.774, 8.019, 19.057
-181.361, 12.506, 8.044, 19.090
-181.361, 12.237, 8.070, 19.123
-181.360, 11.968, 8.097, 19.156
-181.360, 11.697, 8.125, 19.189
-181.359, 11.426, 8.152, 19.222
-181.359, 11.153, 8.179, 19.255
-181.358, 10.880, 8.205, 19.288
-181.358, 10.606, 8.232, 19.321
-181.357, 10.331, 8.259, 19.354
-181.356, 10.055, 8.287, 19.387
-181.356, 9.778, 8.314, 19.420
-181.355, 9.500, 8.342, 19.453
-181.355, 9.221, 8.369, 19.486
-181.354, 8.942, 8.396, 19.519
-181.354, 8.661, 8.423, 19.552
-181.353, 8.379, 8.452, 19.585
-181.352, 8.097, 8.481, 19.618
-181.352, 7.814, 8.509, 19.651
-181.351, 7.529, 8.536, 19.684
-181.350, 7.244, 8.564, 19.717
-181.349, 6.958, 8.593, 19.750
-181.349, 6.671, 8.621, 19.783
-181.348, 6.383, 8.650, 19.816
-181.347, 6.094, 8.678, 19.849
-181.347, 5.804, 8.707, 19.882
-181.346, 5.513, 8.736, 19.915
-181.345, 5.221, 8.765, 19.948
-181.344, 4.928, 8.793, 19.981
-181.344, 4.634, 8.823, 20.014
-181.343, 4.339, 8.853, 20.047
-181.342, 4.043, 8.882, 20.080
-181.342, 3.746, 8.911, 20.113
-181.341, 3.449, 8.940, 20.146
-181.340, 3.150, 8.969, 20.179
-181.339, 2.850, 8.999, 20.212
-181.339, 2.549, 9.029, 20.245
-181.337, 2.248, 9.059, 20.278
-181.337, 1.945, 9.089, 20.311
-181.336, 1.641, 9.119, 20.344
-181.335, 1.337, 9.150, 20.377
-181.335, 1.031, 9.179, 20.410
-181.333, 0.724, 9.209, 20.443
-181.333, 0.416, 9.240, 20.476
-181.332, 0.108, 9.271, 20.509
-181.331, -0.202, 9.302, 20.542
-181.330, -0.513, 9.333, 20.575
-181.329, -0.825, 9.364, 20.608
-181.328, -1.138, 9.395, 20.641
-181.328, -1.452, 9.426, 20.674
-181.327, -1.767, 9.458, 20.707
-181.326, -2.083, 9.489, 20.740
-181.325, -2.400, 9.520, 20.773
-181.324, -2.718, 9.551, 20.806
-181.323, -3.037, 9.583, 20.839
-181.322, -3.357, 9.615, 20.872
-181.321, -3.679, 9.647, 20.905
-181.320, -4.001, 9.679, 20.938
-181.319, -4.325, 9.710, 20.971
-181.318, -4.649, 9.743, 21.004
-181.317, -4.975, 9.775, 21.037
-181.316, -5.301, 9.808, 21.070
-181.315, -5.629, 9.841, 21.103
-181.314, -5.958, 9.873, 21.136
-181.313, -6.288, 9.905, 21.169
-181.312, -6.619, 9.938, 21.202
-181.311, -6.951, 9.971, 21.235
-181.310, -7.284, 10.005, 21.268
-181.309, -7.619, 10.038, 21.301
-181.308, -7.954, 10.071, 21.334
-181.307, -8.291, 10.104, 21.367
-181.306, -8.628, 10.138, 21.400
-181.305, -8.967, 10.172, 21.433
-181.304, -9.307, 10.207, 21.466
-181.303, -9.648, 10.240, 21.499
-181.301, -9.990, 10.273, 21.532
-181.300, -10.333, 10.307, 21.565
-181.299, -10.678, 10.342, 21.598
-181.298, -11.024, 10.376, 21.631
-181.297, -11.370, 10.411, 21.664
-181.296, -11.718, 10.445, 21.697
-181.295, -12.067, 10.480, 21.730
-181.293, -12.417, 10.514, 21.763
-181.292, -12.769, 10.549, 21.796
-181.291, -13.121, 10.585, 21.829
-181.290, -13.475, 10.620, 21.862
-181.289, -13.830, 10.655, 21.895
-181.287, -14.186, 10.691, 21.928
-181.286, -14.543, 10.726, 21.961
-181.285, -14.902, 10.762, 21.994
-181.283, -15.261, 10.798, 22.027
-181.282, -15.622, 10.834, 22.060
-181.281, -15.984, 10.869, 22.093
-181.280, -16.347, 10.905, 22.126
-181.278, -16.712, 10.941, 22.159
-181.277, -17.077, 10.978, 22.192
-181.276, -17.444, 11.014, 22.225
-181.274, -17.812, 11.051, 22.258
-181.273, -18.182, 11.087, 22.291
-181.272, -18.552, 11.124, 22.324
-181.270, -18.924, 11.162, 22.357
-181.269, -19.297, 11.199, 22.390
-181.267, -19.671, 11.235, 22.423
-181.266, -20.047, 11.273, 22.456
-181.265, -20.423, 11.311, 22.489
-181.263, -20.801, 11.348, 22.522
-181.262, -21.181, 11.386, 22.555
-181.260, -21.561, 11.424, 22.588
-181.259, -21.943, 11.462, 22.621
-181.257, -22.326, 11.500, 22.654
-181.256, -22.710, 11.538, 22.687
-181.254, -23.096, 11.577, 22.720
-181.253, -23.483, 11.616, 22.753
-181.251, -23.871, 11.655, 22.786
-181.249, -24.260, 11.694, 22.819
-181.248, -24.651, 11.733, 22.852
-181.246, -25.043, 11.772, 22.885
-181.245, -25.437, 11.811, 22.918
-181.243, -25.831, 11.850, 22.951
-181.242, -26.227, 11.890, 22.984
-181.240, -26.625, 11.930, 23.017
-181.238, -27.023, 11.970, 23.050
